0.05	0.0433541240372084
0.06	0.0525310817429232
0.07	0.0621369725397423
0.08	0.0718942165244855
0.09	0.0822283793940458
0.1	0.0928646752353913
0.11	0.104277529007195
0.12	0.116142282706777
0.13	0.129142763068948
0.14	0.142744562586572
0.15	0.157920388602557
0.16	0.173904991994538
0.17	0.192146217704186
0.18	0.211686153642219
0.19	0.234499105195513
0.2	0.25909879809489
0.21	0.288647114739303
0.22	0.320897756746251
0.23	0.360498165302918
0.24	0.404151314735981
0.25	0.458152180080701
0.26	0.5179841933365
0.27	0.588661095739672
0.28	0.663992044572185
0.29	0.742360393285899
0.3	0.815637106221158
0.31	0.87452485552392
0.32	0.922054015039866
0.33	0.948782116918033
0.34	0.96933464076246
0.35	0.97816396286234
0.36	0.984958659638435
0.37	0.987570106275116
0.38	0.989604753282702
0.39	0.990346393118245
0.4	0.990934154293706
0.41	0.991185718202151
0.42	0.991335373287616
0.43	0.99139647014643
0.44	0.991446037720028
0.45	0.991507840616085
0.46	0.991485156969943
0.47	0.991444736159162
0.48	0.991441099988849
0.49	0.991440897715633
0.5	0.991424121349043
0.51	0.991405372372978
0.52	0.991407880037147
0.53	0.991417330067323
0.54	0.991391093248498
0.55	0.991342368766405
0.56	0.991354874375365
0.57	0.991396740789634
0.58	0.991382650721533
0.59	0.991357566252402
0.6	0.991333958084993
0.61	0.991331202770279
0.62	0.991343680340262
0.63	0.991333713126971
0.64	0.991303698558919
0.65	0.991289033772727
0.66	0.991295957582221
0.67	0.991294804326774
0.68	0.991294262858586
0.69	0.991295682103224
0.7	0.991286554895361
0.71	0.991291829179528
0.72	0.991274806016399
0.73	0.991255681145566
0.74	0.99124407397592
0.75	0.991215782850928
0.76	0.991211596101044
0.77	0.991206487512621
0.78	0.991196507746181
0.79	0.991180735681179
0.8	0.991164951355575
0.81	0.991130730360647
0.82	0.991113880531023
0.83	0.991100632031143
0.84	0.991079101665573
0.85	0.991058728360002
0.86	0.9910218146278
0.87	0.990966112833092
0.88	0.99087702710678
0.89	0.990694551886775
0.9	0.99044343922284
0.91	0.989890114473551
0.92	0.98902335919034
0.93	0.987070528410247
0.94	0.98442351166616
0.95	0.977780409249074
0.96	0.968914249016526
0.97	0.948381739814769
0.98	0.921791525113046
0.99	0.874275369920958
1	0.815423294400687
1.01	0.742563720105699
1.02	0.664369941783434
1.03	0.58936191145467
1.04	0.518988932299165
1.05	0.459491917173072
1.06	0.405849843609529
1.07	0.362547823550535
1.08	0.32336153205928
1.09	0.291600504863239
1.1	0.262578339576155
1.11	0.238550328604809
1.12	0.216372675964938
1.13	0.197593031946227
1.14	0.180095548818313
1.15	0.16497571456191
1.16	0.150772777306462
1.17	0.138292404992968
1.18	0.126488793068659
1.19	0.115988415469701
1.2	0.106012108391024
1.21	0.0970583343271721
1.22	0.0885273162151714
1.23	0.0808443556464976
1.24	0.0735180793471186
1.25	0.0669249493408453
1.26	0.0606498118929909
1.27	0.0550361312777754
1.28	0.0497198260535187
1.29	0.0450047652344519
1.3	0.0405738056299707
1.31	0.0366817910484765
1.32	0.0330510428822888
1.33	0.0298923639659988
1.34	0.026963935073933
1.35	0.0244360959844526
1.36	0.0221008165781426
1.37	0.0200959568041081
1.38	0.0182430435049559
1.39	0.0166575846127229
1.4	0.015192515721416
